Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
30,Company Invited,1,7,Large Business,Male,3,4,Deluxe,3,Married,3,0,3,0,1,Manager,22997,0
41,Self Enquiry,1,7,Salaried,Male,3,4,Basic,4,Divorced,5,0,1,1,2,Executive,21065,0
43,Self Enquiry,3,7,Salaried,Male,3,4,Deluxe,3,Divorced,3,0,3,1,1,Manager,23585,0
61,Self Enquiry,1,7,Small Business,Male,4,6,Standard,3,Married,5,0,5,0,1,Senior Manager,29561,0
59,Company Invited,1,7,Salaried,Male,3,6,Deluxe,3,Married,4,1,2,1,2,Manager,24338,0
26,Self Enquiry,1,7,Large Business,Male,3,4,Basic,3,Divorced,6,0,5,1,2,Executive,21907,0
32,Self Enquiry,1,7,Small Business,Male,3,4,Basic,4,Single,3,0,3,0,1,Executive,21179,0
31,Self Enquiry,1,7,Small Business,Male,4,4,Basic,4,Married,3,0,5,0,2,Executive,22426,0
40,Self Enquiry,1,7,Small Business,Male,3,2,Standard,3,Married,2,0,3,1,1,Senior Manager,28291,0
33,Company Invited,1,7,Salaried,Male,4,4,Basic,3,Married,2,0,5,1,1,Executive,20992,0
33,Self Enquiry,1,7,Small Business,Male,3,4,Deluxe,3,Divorced,3,1,4,1,1,Manager,24840,0
34,Self Enquiry,3,7,Small Business,Male,3,2,Deluxe,5,Married,3,0,4,0,1,Manager,22715,0
38,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Married,3,0,5,0,1,Manager,24671,0
42,Self Enquiry,1,7,Salaried,Male,4,4,Basic,3,Married,5,0,1,0,1,Executive,21460,0
23,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Divorced,8,0,2,1,1,Manager,23453,0
27,Self Enquiry,1,7,Small Business,Male,3,5,Basic,5,Married,3,0,3,1,2,Executive,22633,0
30,Company Invited,1,7,Large Business,Male,3,4,Deluxe,3,Divorced,3,0,3,0,2,Manager,22997,0
30,Company Invited,1,7,Salaried,Male,4,2,Deluxe,3,Unmarried,2,1,3,0,2,Manager,24972,0
31,Self Enquiry,1,7,Small Business,Male,4,4,Basic,4,Divorced,2,1,4,1,3,Executive,22257,0
35,Self Enquiry,1,7,Salaried,Male,3,5,Basic,3,Divorced,3,1,2,0,1,Executive,22300,0
27,Self Enquiry,1,7,Small Business,Male,4,4,Basic,5,Unmarried,2,0,5,1,3,Executive,21545,0
23,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Married,8,0,1,1,2,Manager,23453,0
30,Company Invited,1,7,Salaried,Male,4,6,Basic,3,Married,3,0,2,1,1,Executive,21398,0
27,Self Enquiry,3,7,Salaried,Male,3,4,Deluxe,3,Married,3,0,5,0,2,Manager,23974,0
56,Self Enquiry,3,7,Salaried,Male,4,4,Standard,3,Married,5,0,1,0,3,Senior Manager,28917,0
39,Company Invited,2,7,Salaried,Male,3,4,Basic,4,Married,2,1,1,1,2,Executive,21669,0
27,Self Enquiry,1,7,Small Business,Male,3,5,Basic,5,Divorced,3,0,3,0,2,Executive,22633,0
37,Self Enquiry,3,7,Salaried,Male,3,4,Deluxe,3,Married,3,1,3,1,2,Manager,24879,0
45,Self Enquiry,1,7,Salaried,Male,4,2,Deluxe,5,Married,4,0,3,1,3,Manager,23711,0
29,Company Invited,1,7,Small Business,Male,3,4,Basic,3,Single,2,1,4,0,1,Executive,20832,0
33,Self Enquiry,1,7,Salaried,Male,4,4,Deluxe,4,Married,3,0,3,1,1,Manager,24898,0
34,Self Enquiry,1,7,Salaried,Male,4,5,Basic,5,Unmarried,5,1,4,1,2,Executive,21477,0
33,Self Enquiry,1,7,Salaried,Male,4,4,Deluxe,4,Divorced,3,0,3,0,1,Manager,24898,0
36,Self Enquiry,3,7,Small Business,Male,3,4,Deluxe,3,Married,2,0,3,0,2,Manager,23395,0
36,Self Enquiry,1,7,Small Business,Male,3,5,Basic,3,Married,8,0,1,1,2,Executive,20936,0
35,Self Enquiry,3,7,Small Business,Male,4,2,Deluxe,3,Married,2,0,5,1,3,Manager,28403,0
57,Company Invited,1,7,Salaried,Male,3,4,Deluxe,3,Married,3,0,3,0,1,Manager,24984,0
31,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Divorced,3,1,2,1,2,Manager,23804,0
36,Self Enquiry,3,7,Small Business,Male,4,4,Standard,4,Married,3,0,4,0,1,Senior Manager,25973,0
29,Self Enquiry,1,7,Salaried,Male,3,4,Basic,3,Married,3,0,1,0,1,Executive,20722,0
32,Self Enquiry,1,7,Small Business,Male,3,4,Basic,4,Single,3,0,3,1,1,Executive,21179,0
35,Company Invited,1,7,Small Business,Male,4,5,Deluxe,5,Unmarried,2,0,2,1,3,Manager,24021,0
27,Self Enquiry,3,7,Salaried,Male,3,4,Deluxe,3,Divorced,3,0,5,1,1,Manager,23974,0
30,Company Invited,1,7,Salaried,Male,4,6,Basic,3,Married,3,0,1,0,3,Executive,21398,0
28,Self Enquiry,1,7,Small Business,Male,3,4,Basic,4,Married,3,0,3,0,1,Executive,22494,0
52,Self Enquiry,1,7,Salaried,Male,4,4,Basic,3,Married,3,0,4,1,1,Executive,21401,0
36,Self Enquiry,3,7,Small Business,Male,3,5,Deluxe,5,Unmarried,2,0,2,0,2,Manager,22990,0
33,Self Enquiry,1,7,Small Business,Male,3,4,Deluxe,3,Married,3,1,4,1,2,Manager,24840,0
34,Company Invited,1,7,Small Business,Male,3,5,Basic,3,Married,3,0,3,0,1,Executive,20686,0
31,Self Enquiry,1,7,Salaried,Male,3,6,Basic,3,Divorced,5,0,4,1,1,Executive,22511,0
36,Self Enquiry,3,7,Small Business,Male,3,5,Deluxe,5,Unmarried,2,0,1,1,2,Manager,22990,0
23,Self Enquiry,1,7,Salaried,Male,4,4,Basic,3,Unmarried,2,0,3,0,3,Executive,22053,0
45,Company Invited,2,7,Salaried,Male,3,4,Deluxe,3,Married,6,1,5,1,2,Manager,24421,0
29,Company Invited,3,7,Salaried,Male,3,5,Deluxe,3,Married,3,1,1,0,1,Manager,25512,0
39,Self Enquiry,2,7,Salaried,Male,3,2,Basic,3,Married,3,0,4,1,1,Executive,21522,0
33,Company Invited,3,6,Salaried,Female,2,1,Deluxe,5,Married,3,0,3,0,1,Manager,20376,0
37,Self Enquiry,1,6,Salaried,Female,2,3,Basic,3,Single,2,0,1,1,0,Executive,17115,0
37,Self Enquiry,1,6,Large Business,Female,2,3,Standard,3,Unmarried,5,0,5,1,1,Senior Manager,22491,0
36,Self Enquiry,1,6,Salaried,Female,2,3,Deluxe,4,Married,1,0,5,1,1,Manager,20228,0
50,Self Enquiry,3,6,Small Business,Female,3,3,King,3,Married,4,0,1,1,0,VP,34517,0
42,Self Enquiry,1,6,Salaried,Female,2,4,Deluxe,3,Divorced,1,1,3,0,1,Manager,21062,0
39,Self Enquiry,1,6,Small Business,Female,3,3,Basic,3,Married,1,0,3,1,0,Executive,17232,0
50,Company Invited,3,6,Salaried,Female,3,3,Deluxe,3,Married,1,0,1,0,1,Manager,21347,0
54,Self Enquiry,1,6,Small Business,Female,2,3,Super Deluxe,3,Single,7,0,4,1,1,AVP,32328,0
34,Self Enquiry,1,6,Salaried,Female,3,1,Basic,3,Single,3,0,1,1,1,Executive,18280,0
36,Company Invited,3,6,Small Business,Female,2,3,Deluxe,3,Unmarried,5,0,1,1,1,Manager,21653,0
54,Company Invited,1,6,Salaried,Female,2,3,Standard,3,Married,1,0,5,1,1,Senior Manager,25502,0
27,Self Enquiry,1,6,Salaried,Female,3,3,Standard,5,Divorced,2,0,4,1,2,Senior Manager,22412,0
18,Company Invited,1,6,Salaried,Female,3,3,Basic,3,Single,2,0,5,1,1,Executive,16611,0
56,Self Enquiry,1,6,Salaried,Female,2,3,Basic,5,Divorced,3,0,5,1,1,Executive,17066,0
38,Self Enquiry,1,6,Large Business,Female,3,3,Standard,5,Divorced,2,0,4,1,2,Senior Manager,28582,0
33,Self Enquiry,1,6,Small Business,Female,3,2,Super Deluxe,3,Married,5,0,2,0,2,AVP,31184,0
39,Self Enquiry,1,6,Small Business,Female,3,3,Basic,3,Married,1,0,3,0,1,Executive,17232,0
50,Company Invited,3,6,Salaried,Female,3,3,Deluxe,3,Divorced,1,0,2,1,1,Manager,21347,0
48,Self Enquiry,1,6,Salaried,Female,2,4,Super Deluxe,5,Divorced,1,0,4,0,1,AVP,30402,0
32,Company Invited,1,6,Salaried,Female,3,4,Basic,4,Married,7,0,3,0,2,Executive,17332,0
53,Self Enquiry,3,6,Small Business,Female,2,3,Deluxe,5,Unmarried,1,0,1,1,1,Manager,23381,0
45,Self Enquiry,1,6,Small Business,Female,3,3,Basic,3,Married,4,0,5,1,0,Executive,17270,0
35,Self Enquiry,1,6,Salaried,Female,3,5,Basic,3,Married,2,0,3,0,1,Executive,17977,0
27,Self Enquiry,1,6,Salaried,Female,3,3,Standard,5,Married,2,0,4,0,2,Senior Manager,22412,0
26,Company Invited,1,6,Small Business,Female,3,4,Basic,3,Married,2,0,2,1,0,Executive,17007,0
29,Self Enquiry,1,6,Salaried,Female,2,4,Super Deluxe,3,Married,4,0,2,0,1,AVP,31124,0
49,Self Enquiry,1,6,Large Business,Female,2,4,Super Deluxe,3,Single,1,1,3,1,0,AVP,28964,0
26,Company Invited,1,6,Salaried,Female,2,3,Deluxe,4,Married,2,0,5,0,1,Manager,21397,0
44,Self Enquiry,3,6,Small Business,Female,3,3,Deluxe,5,Married,6,1,2,0,0,Manager,20454,0
35,Self Enquiry,1,6,Salaried,Female,2,1,Basic,3,Single,4,0,3,0,0,Executive,17506,0
51,Company Invited,1,6,Small Business,Female,1,4,Standard,5,Unmarried,4,0,1,1,0,Senior Manager,22484,0
37,Self Enquiry,1,6,Large Business,Female,2,3,Standard,3,Unmarried,5,0,5,1,0,Senior Manager,22491,0
29,Company Invited,3,6,Small Business,Female,2,3,Standard,3,Married,2,0,3,1,1,Senior Manager,22918,0
45,Self Enquiry,1,6,Small Business,Female,3,3,Basic,3,Married,4,0,5,0,1,Executive,17270,0
53,Self Enquiry,3,6,Small Business,Female,2,3,Deluxe,5,Unmarried,1,0,2,1,1,Manager,23381,0
36,Company Invited,3,6,Small Business,Female,2,3,Deluxe,3,Unmarried,5,0,2,1,1,Manager,21653,0
36,Self Enquiry,1,6,Large Business,Female,3,5,Standard,5,Married,3,1,2,1,2,Senior Manager,25252,0
51,Company Invited,1,6,Small Business,Female,1,4,Standard,5,Unmarried,4,0,2,1,0,Senior Manager,22484,0
38,Self Enquiry,1,6,Salaried,Female,2,3,Basic,5,Single,4,0,2,1,1,Executive,17619,0
49,Self Enquiry,1,6,Large Business,Female,2,4,Super Deluxe,3,Single,1,1,3,0,0,AVP,28964,0
38,Self Enquiry,1,6,Salaried,Female,2,1,Deluxe,3,Unmarried,1,0,1,0,0,Manager,22625,0
40,Self Enquiry,1,6,Salaried,Female,2,3,Deluxe,3,Married,5,0,3,0,1,Manager,21513,0
33,Self Enquiry,1,6,Salaried,Female,2,4,Deluxe,3,Unmarried,1,0,4,0,0,Manager,21949,0
46,Self Enquiry,3,6,Small Business,Female,3,3,Standard,5,Married,2,0,2,1,1,Senior Manager,25453,0
50,Company Invited,1,6,Salaried,Female,3,3,King,4,Married,4,1,1,0,2,VP,33172,0
26,Self Enquiry,1,6,Salaried,Female,2,4,Basic,3,Married,2,1,4,0,0,Executive,17933,0
33,Company Invited,3,6,Salaried,Female,2,2,Deluxe,5,Divorced,3,0,3,1,0,Manager,20376,0
39,Self Enquiry,1,6,Salaried,Female,3,4,Super Deluxe,3,Divorced,2,0,3,0,1,AVP,27742,0
44,Self Enquiry,3,6,Small Business,Female,3,3,Deluxe,5,Married,6,1,1,1,1,Manager,20454,0
47,Company Invited,1,6,Small Business,Female,3,3,Standard,4,Married,1,0,5,0,0,Senior Manager,26957,0
34,Self Enquiry,1,6,Salaried,Female,2,4,Basic,4,Divorced,6,0,1,1,1,Executive,18294,0
59,Company Invited,3,6,Salaried,Female,2,4,Deluxe,3,Single,1,0,5,1,0,Manager,20473,0
39,Self Enquiry,1,6,Salaried,Female,3,4,Super Deluxe,3,Married,2,0,3,1,0,AVP,27742,0
38,Self Enquiry,1,6,Salaried,Female,2,3,Basic,5,Single,4,0,1,0,1,Executive,17619,0
42,Self Enquiry,1,6,Salaried,Female,3,3,Basic,5,Married,4,0,3,0,2,Executive,17576,0
50,Company Invited,1,6,Salaried,Female,3,3,King,4,Divorced,4,1,2,0,2,VP,33172,0
43,Company Invited,1,6,Salaried,Female,2,3,Deluxe,3,Married,5,0,1,1,1,Manager,20562,0
38,Self Enquiry,1,6,Salaried,Female,2,3,Standard,3,Unmarried,5,1,1,0,1,Senior Manager,22861,0
26,Company Invited,1,6,Small Business,Female,3,4,Basic,3,Married,2,0,1,0,0,Executive,17007,0
42,Self Enquiry,1,6,Salaried,Female,3,3,Basic,5,Married,4,0,3,1,1,Executive,17576,0
32,Company Invited,1,6,Salaried,Female,3,4,Basic,4,Divorced,7,0,3,1,0,Executive,17332,0
38,Self Enquiry,1,6,Salaried,Female,2,2,Deluxe,3,Unmarried,1,0,2,1,1,Manager,22625,0
25,Self Enquiry,1,6,Small Business,Female,2,3,Basic,4,Single,2,0,3,1,0,Executive,17096,0
50,Self Enquiry,3,6,Small Business,Female,3,3,King,3,Married,4,0,2,1,1,VP,34517,0
35,Self Enquiry,1,6,Salaried,Female,2,1,Basic,3,Single,4,0,3,1,1,Executive,17506,0
37,Self Enquiry,1,6,Salaried,Female,3,3,Deluxe,4,Divorced,7,0,2,1,1,Manager,21447,0
42,Self Enquiry,1,6,Salaried,Female,2,4,Deluxe,3,Married,1,1,3,0,0,Manager,21062,0
21,Self Enquiry,1,6,Large Business,Female,3,4,Basic,4,Single,2,1,5,1,1,Executive,17070,0
43,Company Invited,1,6,Salaried,Female,2,3,Deluxe,3,Divorced,5,0,2,1,1,Manager,20562,0
26,Company Invited,1,6,Salaried,Female,2,3,Deluxe,4,Married,2,0,5,1,1,Manager,21397,0
59,Company Invited,3,6,Salaried,Female,2,4,Deluxe,3,Single,1,0,5,1,1,Manager,20473,0
37,Self Enquiry,1,6,Salaried,Female,3,3,Deluxe,4,Married,7,0,1,1,2,Manager,21447,0
33,Company Invited,1,6,Salaried,Female,2,1,Deluxe,4,Divorced,2,1,3,0,1,Manager,20488,0
20,Self Enquiry,1,6,Salaried,Female,2,4,Basic,4,Single,2,0,4,0,1,Executive,17836,0
28,Company Invited,1,6,Salaried,Female,2,5,Deluxe,3,Divorced,1,0,3,1,0,Manager,21674,0
33,Self Enquiry,1,6,Salaried,Male,3,4,Basic,5,Single,4,1,4,1,1,Executive,17799,0
44,Self Enquiry,1,6,Small Business,Male,2,3,Basic,3,Single,7,1,4,0,1,Executive,17436,0
38,Self Enquiry,2,6,Salaried,Male,2,1,Basic,3,Divorced,2,0,4,1,0,Executive,17844,0
23,Self Enquiry,1,6,Salaried,Male,2,3,Basic,3,Divorced,2,0,4,0,1,Executive,16223,0
45,Self Enquiry,1,6,Salaried,Male,3,1,King,3,Married,1,0,4,1,1,VP,34202,0
35,Self Enquiry,3,6,Small Business,Male,3,3,Standard,4,Divorced,2,0,4,1,2,Senior Manager,22295,0
34,Self Enquiry,1,6,Salaried,Male,2,3,Basic,3,Married,2,0,3,1,1,Executive,17691,0
40,Self Enquiry,1,6,Salaried,Male,2,3,Basic,4,Divorced,4,0,1,1,1,Executive,17387,0
35,Self Enquiry,1,6,Small Business,Male,2,4,Basic,3,Married,7,0,1,1,1,Executive,17258,0
51,Self Enquiry,1,6,Salaried,Male,3,3,Basic,3,Divorced,2,0,4,1,0,Executive,17723,0
40,Self Enquiry,3,6,Small Business,Male,2,5,Deluxe,3,Married,3,1,3,1,0,Manager,22457,0
40,Company Invited,1,6,Salaried,Male,3,4,Super Deluxe,4,Married,2,0,1,1,1,AVP,28503,0
28,Self Enquiry,1,6,Large Business,Male,2,3,Basic,5,Single,3,0,4,0,0,Executive,17080,0
39,Company Invited,1,6,Salaried,Male,2,3,King,3,Married,2,1,3,0,1,VP,34197,0
51,Self Enquiry,1,6,Salaried,Male,3,3,Basic,3,Married,2,0,4,1,0,Executive,17723,0
31,Self Enquiry,1,6,Small Business,Male,2,3,Basic,4,Single,2,0,3,1,0,Executive,17501,0
34,Company Invited,1,6,Salaried,Male,3,3,Basic,5,Married,6,0,1,1,2,Executive,17996,0
34,Self Enquiry,3,6,Small Business,Male,3,1,Deluxe,3,Married,1,0,5,0,1,Manager,24725,0
30,Self Enquiry,1,6,Salaried,Male,2,4,Deluxe,3,Married,2,1,1,1,1,Manager,20126,0
55,Self Enquiry,1,6,Small Business,Male,2,3,King,5,Single,1,1,2,1,0,VP,34045,0
28,Company Invited,2,6,Salaried,Male,2,3,Basic,3,Married,2,0,4,0,1,Executive,17706,0
45,Company Invited,1,6,Small Business,Male,2,3,Deluxe,3,Single,5,0,1,1,1,Manager,20399,0
35,Self Enquiry,1,6,Small Business,Male,2,4,Basic,3,Divorced,7,0,2,1,1,Executive,17258,0
32,Self Enquiry,3,6,Small Business,Male,3,4,Basic,4,Married,1,0,1,0,2,Executive,17269,0
26,Self Enquiry,3,6,Salaried,Male,2,3,Deluxe,3,Married,2,0,5,0,1,Manager,20296,0
48,Company Invited,1,6,Small Business,Male,2,1,Super Deluxe,3,Single,3,0,1,0,0,AVP,31885,0
26,Self Enquiry,1,6,Small Business,Male,3,3,Basic,5,Single,1,0,5,1,2,Executive,17867,0
34,Self Enquiry,1,6,Salaried,Male,2,3,Deluxe,3,Married,1,0,4,1,0,Manager,20484,0
30,Self Enquiry,2,6,Salaried,Male,2,3,Basic,3,Married,1,0,1,0,1,Executive,17064,0
46,Self Enquiry,1,6,Small Business,Male,3,3,Standard,5,Married,1,0,2,0,0,Senior Manager,24396,0
35,Self Enquiry,1,6,Small Business,Male,3,4,Basic,5,Single,2,0,1,0,2,Executive,17450,0
30,Company Invited,1,6,Salaried,Male,2,4,Standard,3,Unmarried,2,0,5,1,1,Senior Manager,23474,0
27,Company Invited,3,6,Small Business,Male,3,3,Deluxe,4,Married,1,1,1,0,1,Manager,21349,0
45,Self Enquiry,1,6,Salaried,Male,3,2,King,3,Divorced,1,0,4,1,2,VP,34202,0
32,Company Invited,1,6,Salaried,Male,3,3,Basic,3,Married,1,0,5,1,0,Executive,17314,0
29,Self Enquiry,1,6,Salaried,Male,2,3,Deluxe,5,Married,1,0,3,1,0,Manager,20373,0
28,Self Enquiry,1,6,Salaried,Male,2,3,Basic,3,Married,2,0,1,0,0,Executive,17044,0
31,Self Enquiry,1,6,Salaried,Male,3,4,Basic,5,Divorced,2,0,4,0,0,Executive,17218,0
57,Self Enquiry,1,6,Small Business,Male,2,3,Deluxe,3,Married,3,0,3,0,1,Manager,21755,0
46,Self Enquiry,1,6,Small Business,Male,2,3,King,3,Married,1,0,5,1,1,VP,34627,0
58,Company Invited,1,6,Salaried,Male,2,5,Deluxe,3,Married,3,1,2,1,1,Manager,20660,0
33,Company Invited,1,6,Small Business,Male,2,4,Basic,3,Married,2,0,3,0,0,Executive,17008,0
34,Company Invited,1,6,Small Business,Male,3,4,Deluxe,5,Single,1,0,2,1,2,Manager,20343,0
50,Self Enquiry,1,6,Small Business,Male,3,3,Super Deluxe,3,Married,1,0,5,0,2,AVP,32399,0
44,Company Invited,2,6,Salaried,Male,2,3,Deluxe,3,Married,5,1,5,1,1,Manager,20743,0
28,Self Enquiry,1,6,Salaried,Male,3,4,Basic,3,Married,2,0,4,0,1,Executive,16563,0
31,Self Enquiry,1,6,Small Business,Male,2,3,Basic,4,Single,2,0,3,0,0,Executive,17501,0
55,Self Enquiry,3,6,Salaried,Male,3,3,Standard,3,Divorced,4,0,2,0,1,Senior Manager,25239,0
26,Self Enquiry,3,6,Salaried,Male,2,3,Deluxe,3,Divorced,2,0,5,1,0,Manager,20296,0
39,Self Enquiry,1,6,Small Business,Male,2,1,Standard,3,Married,1,0,3,1,0,Senior Manager,24613,0
59,Self Enquiry,3,6,Large Business,Male,3,3,Standard,3,Divorced,4,1,2,0,1,Senior Manager,26904,0
27,Company Invited,3,6,Small Business,Male,3,3,Deluxe,4,Divorced,1,1,2,0,2,Manager,21349,0
48,Company Invited,1,6,Small Business,Male,2,1,Super Deluxe,3,Single,3,0,2,0,0,AVP,31885,0
37,Company Invited,3,6,Small Business,Male,2,5,Deluxe,3,Married,2,0,1,0,1,Manager,24525,0
35,Self Enquiry,1,6,Small Business,Male,1,4,Basic,3,Single,2,0,4,1,0,Executive,17859,0
42,Self Enquiry,3,6,Salaried,Male,2,3,Deluxe,3,Divorced,2,0,3,1,0,Manager,19907,0
41,Self Enquiry,2,6,Salaried,Male,2,4,King,3,Divorced,2,0,2,1,1,VP,34189,0
35,Self Enquiry,3,6,Small Business,Male,3,3,Standard,4,Married,2,0,4,0,0,Senior Manager,22295,0
40,Company Invited,1,6,Salaried,Male,3,4,Super Deluxe,4,Divorced,2,0,2,1,2,AVP,28503,0
30,Self Enquiry,1,6,Salaried,Male,2,4,Deluxe,3,Divorced,2,1,2,1,1,Manager,20126,0
37,Self Enquiry,1,6,Salaried,Male,2,4,Deluxe,3,Married,2,0,5,1,1,Manager,20993,0
36,Self Enquiry,3,6,Salaried,Male,2,3,Deluxe,3,Divorced,2,1,3,1,1,Manager,21201,0
28,Company Invited,3,6,Salaried,Male,2,4,Deluxe,3,Married,2,1,1,0,0,Manager,21834,0
57,Self Enquiry,1,6,Small Business,Male,2,3,Deluxe,3,Divorced,3,0,3,1,1,Manager,21755,0
45,Self Enquiry,1,6,Large Business,Male,3,3,Standard,4,Married,2,0,3,1,1,Senior Manager,22441,0
29,Company Invited,1,6,Salaried,Male,3,1,Deluxe,3,Unmarried,1,1,3,0,1,Manager,21294,0
32,Company Invited,1,6,Salaried,Male,3,3,Basic,3,Married,1,0,5,0,0,Executive,17314,0
32,Self Enquiry,1,6,Salaried,Male,3,3,Basic,5,Single,2,0,2,0,2,Executive,17956,0
36,Self Enquiry,3,6,Salaried,Male,2,3,Deluxe,3,Married,2,1,3,1,1,Manager,21201,0
29,Company Invited,1,6,Salaried,Male,3,5,Basic,3,Married,2,0,2,1,0,Executive,17720,0
56,Company Invited,1,6,Salaried,Male,2,3,Deluxe,3,Married,2,0,3,0,0,Manager,21306,0
28,Company Invited,3,6,Small Business,Male,3,4,Deluxe,3,Divorced,2,0,3,0,2,Manager,23020,0
52,Self Enquiry,1,6,Salaried,Male,3,3,Super Deluxe,3,Married,3,0,1,1,2,AVP,32099,0
39,Self Enquiry,1,6,Small Business,Male,2,2,Standard,3,Married,1,0,3,1,0,Senior Manager,24613,0
59,Self Enquiry,3,6,Large Business,Male,3,3,Standard,3,Married,4,1,1,1,0,Senior Manager,26904,0
35,Company Invited,1,6,Small Business,Male,3,3,Basic,5,Married,5,0,1,0,1,Executive,17194,0
31,Self Enquiry,1,6,Salaried,Male,3,4,Basic,5,Married,2,0,4,1,1,Executive,17218,0
46,Self Enquiry,3,6,Salaried,Male,2,1,Super Deluxe,5,Single,2,0,4,1,1,AVP,32567,0
40,Self Enquiry,3,6,Small Business,Male,2,5,Deluxe,3,Divorced,3,1,3,1,0,Manager,22457,0
40,Self Enquiry,1,6,Salaried,Male,2,3,Basic,3,Married,1,0,1,0,0,Executive,17406,0
32,Self Enquiry,1,6,Salaried,Male,3,3,Deluxe,4,Married,2,0,3,1,0,Manager,21220,0
46,Self Enquiry,1,6,Small Business,Male,3,3,Standard,5,Married,1,0,1,0,2,Senior Manager,24396,0
37,Self Enquiry,1,6,Salaried,Male,2,4,Deluxe,3,Married,2,0,5,0,0,Manager,20993,0
32,Self Enquiry,1,6,Small Business,Male,2,3,Deluxe,3,Married,2,1,4,1,1,Manager,21162,0
39,Company Invited,1,6,Salaried,Male,3,3,Deluxe,3,Married,2,1,5,1,2,Manager,21472,0
45,Company Invited,1,6,Salaried,Male,3,4,Standard,3,Married,4,0,1,1,2,Senior Manager,25748,0
60,Self Enquiry,1,6,Small Business,Male,3,5,Standard,3,Married,4,0,5,0,0,Senior Manager,25883,0
38,Self Enquiry,3,6,Salaried,Male,2,4,Basic,5,Single,5,0,3,0,1,Executive,17858,0
29,Company Invited,1,6,Salaried,Male,3,5,Basic,3,Married,2,0,1,0,2,Executive,17720,0
41,Self Enquiry,3,6,Small Business,Male,2,2,Standard,5,Divorced,2,0,3,1,1,Senior Manager,23392,0
38,Company Invited,2,6,Salaried,Male,2,3,Basic,4,Married,1,1,1,1,1,Executive,17991,0
34,Self Enquiry,1,6,Salaried,Male,2,3,Basic,3,Divorced,2,0,3,1,0,Executive,17691,0
38,Self Enquiry,2,6,Salaried,Male,2,1,Basic,3,Married,2,0,4,1,0,Executive,17844,0
25,Self Enquiry,1,6,Large Business,Male,2,3,Basic,3,Divorced,5,0,5,1,1,Executive,18229,0
39,Company Invited,1,5,Small Business,Male,2,4,King,3,Divorced,2,0,5,1,1,VP,34272,0
52,Self Enquiry,1,5,Salaried,Male,2,3,Standard,4,Unmarried,1,0,3,1,1,Senior Manager,25445,0
32,Company Invited,1,36,Small Business,Male,4,5,Basic,4,Unmarried,2,0,3,1,3,Executive,22157,1
27,Company Invited,3,36,Small Business,Male,4,6,Deluxe,5,Unmarried,2,0,3,0,1,Manager,23647,1
27,Company Invited,3,36,Small Business,Male,4,6,Deluxe,5,Unmarried,2,0,3,1,2,Manager,23647,1
39,Self Enquiry,1,36,Small Business,Male,4,4,Deluxe,5,Married,2,1,3,1,3,Manager,25351,1
32,Company Invited,1,36,Small Business,Male,4,5,Basic,4,Unmarried,2,0,3,0,3,Executive,22157,1
39,Self Enquiry,1,36,Small Business,Male,4,4,Deluxe,5,Divorced,2,1,3,0,2,Manager,25351,1
47,Company Invited,1,35,Salaried,Male,2,3,Standard,4,Divorced,2,1,3,1,0,Senior Manager,26849,1
47,Company Invited,1,35,Salaried,Male,2,3,Standard,4,Married,2,1,3,1,0,Senior Manager,26849,1
38,Self Enquiry,1,35,Small Business,Male,3,3,Deluxe,5,Divorced,1,1,3,0,1,Manager,21673,1
38,Self Enquiry,1,35,Small Business,Male,3,3,Deluxe,5,Married,1,1,3,1,2,Manager,21673,1
30,Self Enquiry,3,34,Small Business,Female,3,4,Standard,3,Divorced,3,0,3,1,2,Senior Manager,26317,1
52,Self Enquiry,3,34,Salaried,Male,3,4,Deluxe,3,Single,3,1,5,1,2,Manager,32704,1
29,Self Enquiry,3,33,Small Business,Female,2,3,Standard,3,Married,2,0,3,0,0,Senior Manager,22639,1
46,Company Invited,3,33,Salaried,Female,4,4,Deluxe,5,Married,4,0,1,0,3,Manager,22964,1
47,Company Invited,3,33,Salaried,Female,3,1,Deluxe,3,Unmarried,5,1,4,0,1,Manager,21397,1
29,Self Enquiry,3,33,Small Business,Female,2,3,Standard,3,Divorced,2,0,3,1,1,Senior Manager,22639,1
51,Self Enquiry,3,33,Salaried,Male,2,3,Deluxe,3,Single,2,1,5,1,1,Manager,29026,1
36,Company Invited,1,32,Salaried,Female,4,4,Basic,4,Married,3,1,3,0,1,Executive,20700,1
30,Company Invited,3,32,Small Business,Female,2,4,Deluxe,5,Unmarried,6,0,1,1,1,Manager,21696,1
30,Self Enquiry,1,32,Large Business,Female,4,5,Basic,4,Married,7,0,3,1,3,Executive,21224,1
30,Company Invited,3,32,Small Business,Female,2,4,Deluxe,5,Unmarried,6,0,2,0,1,Manager,21696,1
27,Self Enquiry,1,32,Salaried,Male,3,6,Basic,3,Single,3,0,1,0,1,Executive,20971,1
